uf;mesoreg;microrreg;municip
Espírito Santo;Litoral Norte Espírito-santense;Montanha;Mucurici
Espírito Santo;Sul Espírito-santense;Alegre;Muniz Freire
Espírito Santo;Sul Espírito-santense;Cachoeiro de Itapemirim;Muqui
Espírito Santo;Noroeste Espírito-santense;Nova Venécia;Nova Venécia
Espírito Santo;Noroeste Espírito-santense;Colatina;Pancas
Espírito Santo;Litoral Norte Espírito-santense;São Mateus;Pedro Canário
Espírito Santo;Litoral Norte Espírito-santense;Montanha;Pinheiros
Espírito Santo;Central Espírito-santense;Guarapari;Piúma
Espírito Santo;Litoral Norte Espírito-santense;Montanha;Ponto Belo
Espírito Santo;Sul Espírito-santense;Itapemirim;Presidente Kennedy
Espírito Santo;Litoral Norte Espírito-santense;Linhares;Rio Bananal
Espírito Santo;Central Espírito-santense;Guarapari;Rio Novo do Sul
Espírito Santo;Central Espírito-santense;Santa Teresa;Santa Leopoldina
Espírito Santo;Central Espírito-santense;Santa Teresa;Santa Maria de Jetibá
Espírito Santo;Central Espírito-santense;Santa Teresa;Santa Teresa
Espírito Santo;Noroeste Espírito-santense;Colatina;São Domingos do Norte
Espírito Santo;Noroeste Espírito-santense;Nova Venécia;São Gabriel da Palha
Espírito Santo;Sul Espírito-santense;Cachoeiro de Itapemirim;São José do Calçado
Espírito Santo;Litoral Norte Espírito-santense;São Mateus;São Mateus
Espírito Santo;Central Espírito-santense;Santa Teresa;São Roque do Canaã
Espírito Santo;Central Espírito-santense;Vitória;Serra
Espírito Santo;Litoral Norte Espírito-santense;Linhares;Sooretama
Espírito Santo;Sul Espírito-santense;Cachoeiro de Itapemirim;Vargem Alta
Espírito Santo;Central Espírito-santense;Afonso Cláudio;Venda Nova do Imigrante
Espírito Santo;Central Espírito-santense;Vitória;Viana
Espírito Santo;Noroeste Espírito-santense;Nova Venécia;Vila Pavão
Espírito Santo;Noroeste Espírito-santense;Nova Venécia;Vila Valério
Espírito Santo;Central Espírito-santense;Vitória;Vila Velha
Espírito Santo;Central Espírito-santense;Vitória;Vitória
Rio de Janeiro;Sul Fluminense;Baía da Ilha Grande;Angra dos Reis
Rio de Janeiro;Noroeste Fluminense;Santo Antônio de Pádua;Aperibé
Rio de Janeiro;Baixadas;Lagos;Araruama
Rio de Janeiro;Centro Fluminense;Três Rios;Areal
Rio de Janeiro;Baixadas;Lagos;Armação dos Búzios
Rio de Janeiro;Baixadas;Lagos;Arraial do Cabo
Rio de Janeiro;Sul Fluminense;Barra do Piraí;Barra do Piraí
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Barra Mansa
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Belford Roxo
Rio de Janeiro;Centro Fluminense;Nova Friburgo;Bom Jardim
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Bom Jesus do Itabapoana
Rio de Janeiro;Baixadas;Lagos;Cabo Frio
Rio de Janeiro;Metropolitana do Rio de Janeiro;Macacu-Caceribu;Cachoeiras de Macacu
Rio de Janeiro;Noroeste Fluminense;Santo Antônio de Pádua;Cambuci
Rio de Janeiro;Norte Fluminense;Campos dos Goytacazes;Campos dos Goytacazes
Rio de Janeiro;Centro Fluminense;Cantagalo-Cordeiro;Cantagalo
Rio de Janeiro;Norte Fluminense;Macaé;Carapebus
Rio de Janeiro;Norte Fluminense;Campos dos Goytacazes;Cardoso Moreira
Rio de Janeiro;Centro Fluminense;Cantagalo-Cordeiro;Carmo
Rio de Janeiro;Baixadas;Bacia de São João;Casimiro de Abreu
Rio de Janeiro;Centro Fluminense;Três Rios;Comendador Levy Gasparian
Rio de Janeiro;Norte Fluminense;Macaé;Conceição de Macabu
Rio de Janeiro;Centro Fluminense;Cantagalo-Cordeiro;Cordeiro
Rio de Janeiro;Centro Fluminense;Nova Friburgo;Duas Barras
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Duque de Caxias
Rio de Janeiro;Metropolitana do Rio de Janeiro;Vassouras;Engenheiro Paulo de Frontin
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Guapimirim
Rio de Janeiro;Baixadas;Lagos;Iguaba Grande
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Itaboraí
Rio de Janeiro;Metropolitana do Rio de Janeiro;Itaguaí;Itaguaí
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Italva
Rio de Janeiro;Noroeste Fluminense;Santo Antônio de Pádua;Itaocara
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Itaperuna
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Itatiaia
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Japeri
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Laje do Muriaé
Rio de Janeiro;Norte Fluminense;Macaé;Macaé
Rio de Janeiro;Centro Fluminense;Cantagalo-Cordeiro;Macuco
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Magé
Rio de Janeiro;Metropolitana do Rio de Janeiro;Itaguaí;Mangaratiba
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Maricá
Rio de Janeiro;Metropolitana do Rio de Janeiro;Vassouras;Mendes
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Mesquita
Rio de Janeiro;Metropolitana do Rio de Janeiro;Vassouras;Miguel Pereira
Rio de Janeiro;Noroeste Fluminense;Santo Antônio de Pádua;Miracema
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Natividade
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Nilópolis
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Niterói
Rio de Janeiro;Centro Fluminense;Nova Friburgo;Nova Friburgo
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Nova Iguaçu
Rio de Janeiro;Metropolitana do Rio de Janeiro;Vassouras;Paracambi
Rio de Janeiro;Centro Fluminense;Três Rios;Paraíba do Sul
Rio de Janeiro;Sul Fluminense;Baía da Ilha Grande;Paraty
Rio de Janeiro;Metropolitana do Rio de Janeiro;Vassouras;Paty do Alferes
Rio de Janeiro;Metropolitana do Rio de Janeiro;Serrana;Petrópolis
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Pinheiral
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Piraí
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Porciúncula
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Porto Real
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Quatis
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Queimados
Rio de Janeiro;Norte Fluminense;Macaé;Quissamã
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Resende
Rio de Janeiro;Metropolitana do Rio de Janeiro;Macacu-Caceribu;Rio Bonito
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Rio Claro
Rio de Janeiro;Sul Fluminense;Barra do Piraí;Rio das Flores
Rio de Janeiro;Baixadas;Bacia de São João;Rio das Ostras
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Rio de Janeiro
Rio de Janeiro;Centro Fluminense;Santa Maria Madalena;Santa Maria Madalena
Rio de Janeiro;Noroeste Fluminense;Santo Antônio de Pádua;Santo Antônio de Pádua
Rio de Janeiro;Norte Fluminense;Campos dos Goytacazes;São Fidélis
Rio de Janeiro;Norte Fluminense;Campos dos Goytacazes;São Francisco de Itabapoana
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;São Gonçalo
Rio de Janeiro;Norte Fluminense;Campos dos Goytacazes;São João da Barra
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;São João de Meriti
Rio de Janeiro;Noroeste Fluminense;Santo Antônio de Pádua;São José de Ubá
Rio de Janeiro;Metropolitana do Rio de Janeiro;Serrana;São José do Vale do Rio Preto
Rio de Janeiro;Baixadas;Lagos;São Pedro da Aldeia
Rio de Janeiro;Centro Fluminense;Santa Maria Madalena;São Sebastião do Alto
Rio de Janeiro;Centro Fluminense;Três Rios;Sapucaia
Rio de Janeiro;Baixadas;Lagos;Saquarema
Rio de Janeiro;Metropolitana do Rio de Janeiro;Itaguaí;Seropédica
Rio de Janeiro;Baixadas;Bacia de São João;Silva Jardim
Rio de Janeiro;Centro Fluminense;Nova Friburgo;Sumidouro
Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro;Tanguá
Rio de Janeiro;Metropolitana do Rio de Janeiro;Serrana;Teresópolis
Rio de Janeiro;Centro Fluminense;Santa Maria Madalena;Trajano de Moraes
Rio de Janeiro;Centro Fluminense;Três Rios;Três Rios
Rio de Janeiro;Sul Fluminense;Barra do Piraí;Valença
Rio de Janeiro;Noroeste Fluminense;Itaperuna;Varre-Sai
Rio de Janeiro;Metropolitana do Rio de Janeiro;Vassouras;Vassouras
Rio de Janeiro;Sul Fluminense;Vale do Paraíba Fluminense;Volta Redonda
São Paulo;Presidente Prudente;Adamantina;Adamantina
São Paulo;São José do Rio Preto;São José do Rio Preto;Adolfo
São Paulo;Campinas;Pirassununga;Aguaí
São Paulo;Campinas;São João da Boa Vista;Águas da Prata
São Paulo;Campinas;Amparo;Águas de Lindóia
São Paulo;Bauru;Avaré;Águas de Santa Bárbara
São Paulo;Piracicaba;Piracicaba;Águas de São Pedro
São Paulo;Bauru;Bauru;Agudos
São Paulo;Itapetininga;Itapetininga;Alambari
São Paulo;Presidente Prudente;Presidente Prudente;Alfredo Marcondes
São Paulo;São José do Rio Preto;São José do Rio Preto;Altair
São Paulo;Ribeirão Preto;Batatais;Altinópolis
São Paulo;Araçatuba;Birigui;Alto Alegre
São Paulo;Macro Metropolitana Paulista;Sorocaba;Alumínio
São Paulo;São José do Rio Preto;Votuporanga;Álvares Florence
São Paulo;Presidente Prudente;Presidente Prudente;Álvares Machado
São Paulo;Marília;Marília;Álvaro de Carvalho
São Paulo;Marília;Marília;Alvinlândia
São Paulo;Campinas;Campinas;Americana
São Paulo;Araraquara;Araraquara;Américo Brasiliense
São Paulo;São José do Rio Preto;Votuporanga;Américo de Campos
São Paulo;Campinas;Amparo;Amparo
São Paulo;Araraquara;São Carlos;Analândia
São Paulo;Araçatuba;Andradina;Andradina
São Paulo;Itapetininga;Itapetininga;Angatuba
São Paulo;Bauru;Botucatu;Anhembi
São Paulo;Presidente Prudente;Presidente Prudente;Anhumas
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Aparecida
São Paulo;São José do Rio Preto;Jales;Aparecida d'Oeste
São Paulo;Itapetininga;Capão Bonito;Apiaí
São Paulo;Macro Metropolitana Paulista;Sorocaba;Araçariguama
São Paulo;Araçatuba;Araçatuba;Araçatuba
São Paulo;Macro Metropolitana Paulista;Sorocaba;Araçoiaba da Serra
São Paulo;Ribeirão Preto;Ituverava;Aramina
São Paulo;Bauru;Avaré;Arandu
São Paulo;Vale do Paraíba Paulista;Bananal;Arapeí
São Paulo;Araraquara;Araraquara;Araraquara
São Paulo;Piracicaba;Limeira;Araras
São Paulo;Marília;Tupã;Arco-Íris
São Paulo;Bauru;Bauru;Arealva
São Paulo;Vale do Paraíba Paulista;Bananal;Areias
São Paulo;Bauru;Bauru;Areiópolis
São Paulo;São José do Rio Preto;Catanduva;Ariranha
São Paulo;Campinas;Mogi Mirim;Artur Nogueira
São Paulo;Metropolitana de São Paulo;Guarulhos;Arujá
São Paulo;São José do Rio Preto;Jales;Aspásia
São Paulo;Assis;Assis;Assis
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Atibaia
São Paulo;São José do Rio Preto;Auriflama;Auriflama
São Paulo;Bauru;Bauru;Avaí
São Paulo;Araçatuba;Birigui;Avanhandava
São Paulo;Bauru;Avaré;Avaré
São Paulo;São José do Rio Preto;São José do Rio Preto;Bady Bassitt
São Paulo;Bauru;Bauru;Balbinos
São Paulo;São José do Rio Preto;São José do Rio Preto;Bálsamo
São Paulo;Vale do Paraíba Paulista;Bananal;Bananal
São Paulo;Itapetininga;Itapeva;Barão de Antonina
São Paulo;Araçatuba;Birigui;Barbosa
São Paulo;Bauru;Jaú;Bariri
São Paulo;Bauru;Jaú;Barra Bonita
São Paulo;Itapetininga;Capão Bonito;Barra do Chapéu
São Paulo;Litoral Sul Paulista;Registro;Barra do Turvo
São Paulo;Ribeirão Preto;Barretos;Barretos
São Paulo;Ribeirão Preto;Ribeirão Preto;Barrinha
São Paulo;Metropolitana de São Paulo;Osasco;Barueri
São Paulo;Marília;Tupã;Bastos
São Paulo;Ribeirão Preto;Batatais;Batatais
São Paulo;Bauru;Bauru;Bauru
São Paulo;Ribeirão Preto;Jaboticabal;Bebedouro
São Paulo;Araçatuba;Araçatuba;Bento de Abreu
São Paulo;Assis;Ourinhos;Bernardino de Campos
São Paulo;Metropolitana de São Paulo;Santos;Bertioga
São Paulo;Araçatuba;Birigui;Bilac
São Paulo;Araçatuba;Birigui;Birigui
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Biritiba Mirim
São Paulo;Araraquara;Araraquara;Boa Esperança do Sul
São Paulo;Bauru;Jaú;Bocaina
São Paulo;Bauru;Botucatu;Bofete
São Paulo;Itapetininga;Tatuí;Boituva
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Bom Jesus dos Perdões
São Paulo;Itapetininga;Itapeva;Bom Sucesso de Itararé
São Paulo;Assis;Assis;Borá
São Paulo;Bauru;Jaú;Boracéia
São Paulo;Araraquara;Araraquara;Borborema
São Paulo;Bauru;Bauru;Borebi
São Paulo;Bauru;Botucatu;Botucatu
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Bragança Paulista
São Paulo;Araçatuba;Birigui;Braúna
São Paulo;Araçatuba;Birigui;Brejo Alegre
São Paulo;Ribeirão Preto;Ribeirão Preto;Brodowski
São Paulo;Piracicaba;Rio Claro;Brotas
São Paulo;Itapetininga;Itapeva;Buri
São Paulo;Araçatuba;Birigui;Buritama
São Paulo;Ribeirão Preto;Ituverava;Buritizal
São Paulo;Bauru;Bauru;Cabrália Paulista
São Paulo;Macro Metropolitana Paulista;Sorocaba;Cabreúva
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Caçapava
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Cachoeira Paulista
São Paulo;Campinas;São João da Boa Vista;Caconde
São Paulo;Bauru;Lins;Cafelândia
São Paulo;Presidente Prudente;Presidente Prudente;Caiabu
São Paulo;Metropolitana de São Paulo;Franco da Rocha;Caieiras
São Paulo;Presidente Prudente;Presidente Prudente;Caiuá
São Paulo;Metropolitana de São Paulo;Osasco;Cajamar
São Paulo;Litoral Sul Paulista;Registro;Cajati
São Paulo;São José do Rio Preto;Catanduva;Cajobi
São Paulo;Ribeirão Preto;Batatais;Cajuru
São Paulo;Itapetininga;Itapetininga;Campina do Monte Alegre
São Paulo;Campinas;Campinas;Campinas
São Paulo;Macro Metropolitana Paulista;Jundiaí;Campo Limpo Paulista
São Paulo;Vale do Paraíba Paulista;Campos do Jordão;Campos do Jordão
São Paulo;Assis;Assis;Campos Novos Paulista
São Paulo;Litoral Sul Paulista;Registro;Cananéia
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Canas
São Paulo;Assis;Assis;Cândido Mota
São Paulo;Ribeirão Preto;Jaboticabal;Cândido Rodrigues
São Paulo;Assis;Ourinhos;Canitar
São Paulo;Itapetininga;Capão Bonito;Capão Bonito
São Paulo;Macro Metropolitana Paulista;Sorocaba;Capela do Alto
São Paulo;Piracicaba;Piracicaba;Capivari
São Paulo;Vale do Paraíba Paulista;Caraguatatuba;Caraguatatuba
São Paulo;Metropolitana de São Paulo;Osasco;Carapicuíba
São Paulo;São José do Rio Preto;Votuporanga;Cardoso
São Paulo;Campinas;São João da Boa Vista;Casa Branca
São Paulo;Ribeirão Preto;Batatais;Cássia dos Coqueiros
São Paulo;Araçatuba;Andradina;Castilho
São Paulo;São José do Rio Preto;Catanduva;Catanduva
São Paulo;São José do Rio Preto;Catanduva;Catiguá
São Paulo;São José do Rio Preto;São José do Rio Preto;Cedral
São Paulo;Bauru;Avaré;Cerqueira César
São Paulo;Itapetininga;Tatuí;Cerquilho
São Paulo;Itapetininga;Tatuí;Cesário Lange
São Paulo;Piracicaba;Piracicaba;Charqueada
São Paulo;Assis;Ourinhos;Chavantes
São Paulo;Araçatuba;Birigui;Clementina
São Paulo;Ribeirão Preto;Barretos;Colina
São Paulo;Ribeirão Preto;Barretos;Colômbia
São Paulo;Piracicaba;Limeira;Conchal
São Paulo;Bauru;Botucatu;Conchas
São Paulo;Piracicaba;Limeira;Cordeirópolis
São Paulo;Araçatuba;Birigui;Coroados
São Paulo;Itapetininga;Itapeva;Coronel Macedo
São Paulo;Piracicaba;Rio Claro;Corumbataí
São Paulo;Campinas;Campinas;Cosmópolis
São Paulo;São José do Rio Preto;Votuporanga;Cosmorama
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Cotia
São Paulo;Ribeirão Preto;Ribeirão Preto;Cravinhos
São Paulo;Ribeirão Preto;Franca;Cristais Paulista
São Paulo;Assis;Assis;Cruzália
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Cruzeiro
São Paulo;Metropolitana de São Paulo;Santos;Cubatão
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Cunha
São Paulo;Araraquara;São Carlos;Descalvado
São Paulo;Metropolitana de São Paulo;São Paulo;Diadema
São Paulo;São José do Rio Preto;Jales;Dirce Reis
São Paulo;Campinas;São João da Boa Vista;Divinolândia
São Paulo;Araraquara;Araraquara;Dobrada
São Paulo;Bauru;Jaú;Dois Córregos
São Paulo;São José do Rio Preto;Jales;Dolcinópolis
São Paulo;Araraquara;São Carlos;Dourado
São Paulo;Presidente Prudente;Dracena;Dracena
São Paulo;Bauru;Bauru;Duartina
São Paulo;Ribeirão Preto;Ribeirão Preto;Dumont
São Paulo;Marília;Marília;Echaporã
São Paulo;Litoral Sul Paulista;Registro;Eldorado
São Paulo;Campinas;Campinas;Elias Fausto
São Paulo;São José do Rio Preto;Catanduva;Elisiário
São Paulo;São José do Rio Preto;Catanduva;Embaúba
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Embu das Artes
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Embu-Guaçu
São Paulo;Presidente Prudente;Presidente Prudente;Emilianópolis
São Paulo;Campinas;Mogi Mirim;Engenheiro Coelho
São Paulo;Campinas;São João da Boa Vista;Espírito Santo do Pinhal
São Paulo;Assis;Ourinhos;Espírito Santo do Turvo
São Paulo;Campinas;Mogi Mirim;Estiva Gerbi
São Paulo;Presidente Prudente;Presidente Prudente;Estrela do Norte
São Paulo;São José do Rio Preto;Fernandópolis;Estrela d'Oeste
São Paulo;Presidente Prudente;Presidente Prudente;Euclides da Cunha Paulista
São Paulo;Assis;Ourinhos;Fartura
São Paulo;Ribeirão Preto;Jaboticabal;Fernando Prestes
São Paulo;São José do Rio Preto;Fernandópolis;Fernandópolis
São Paulo;Marília;Marília;Fernão
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Ferraz de Vasconcelos
São Paulo;Presidente Prudente;Adamantina;Flora Rica
São Paulo;São José do Rio Preto;Auriflama;Floreal
São Paulo;Presidente Prudente;Adamantina;Flórida Paulista
São Paulo;Assis;Assis;Florínea
São Paulo;Ribeirão Preto;Franca;Franca
São Paulo;Metropolitana de São Paulo;Franco da Rocha;Francisco Morato
São Paulo;Metropolitana de São Paulo;Franco da Rocha;Franco da Rocha
São Paulo;Araçatuba;Birigui;Gabriel Monteiro
São Paulo;Marília;Marília;Gália
São Paulo;Marília;Marília;Garça
São Paulo;São José do Rio Preto;Auriflama;Gastão Vidigal
São Paulo;Araraquara;Araraquara;Gavião Peixoto
São Paulo;São José do Rio Preto;Auriflama;General Salgado
São Paulo;Bauru;Lins;Getulina
São Paulo;Araçatuba;Birigui;Glicério
São Paulo;Bauru;Lins;Guaiçara
São Paulo;Bauru;Lins;Guaimbê
São Paulo;Ribeirão Preto;São Joaquim da Barra;Guaíra
São Paulo;São José do Rio Preto;São José do Rio Preto;Guapiaçu
São Paulo;Itapetininga;Capão Bonito;Guapiara
São Paulo;Ribeirão Preto;Ituverava;Guará
São Paulo;Araçatuba;Andradina;Guaraçaí
São Paulo;São José do Rio Preto;São José do Rio Preto;Guaraci
São Paulo;São José do Rio Preto;Fernandópolis;Guarani d'Oeste
São Paulo;Bauru;Bauru;Guarantã
São Paulo;Araçatuba;Araçatuba;Guararapes
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Guararema
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Guaratinguetá
São Paulo;Itapetininga;Itapetininga;Guareí
São Paulo;Ribeirão Preto;Jaboticabal;Guariba
São Paulo;Metropolitana de São Paulo;Santos;Guarujá
São Paulo;Metropolitana de São Paulo;Guarulhos;Guarulhos
São Paulo;Ribeirão Preto;Ribeirão Preto;Guatapará
São Paulo;São José do Rio Preto;Auriflama;Guzolândia
São Paulo;Marília;Tupã;Herculândia
São Paulo;Campinas;Campinas;Holambra
São Paulo;Campinas;Campinas;Hortolândia
São Paulo;Bauru;Bauru;Iacanga
São Paulo;Marília;Tupã;Iacri
São Paulo;Bauru;Avaré;Iaras
São Paulo;Araraquara;São Carlos;Ibaté
São Paulo;São José do Rio Preto;São José do Rio Preto;Ibirá
São Paulo;Assis;Assis;Ibirarema
São Paulo;Araraquara;Araraquara;Ibitinga
São Paulo;Macro Metropolitana Paulista;Piedade;Ibiúna
São Paulo;São José do Rio Preto;São José do Rio Preto;Icém
São Paulo;Assis;Assis;Iepê
São Paulo;Bauru;Jaú;Igaraçu do Tietê
São Paulo;Ribeirão Preto;Ituverava;Igarapava
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Igaratá
São Paulo;Litoral Sul Paulista;Registro;Iguape
São Paulo;Litoral Sul Paulista;Registro;Ilha Comprida
São Paulo;Araçatuba;Andradina;Ilha Solteira
São Paulo;Vale do Paraíba Paulista;Caraguatatuba;Ilhabela
São Paulo;Campinas;Campinas;Indaiatuba
São Paulo;Presidente Prudente;Presidente Prudente;Indiana
São Paulo;São José do Rio Preto;Fernandópolis;Indiaporã
São Paulo;Presidente Prudente;Adamantina;Inúbia Paulista
São Paulo;Assis;Ourinhos;Ipaussu
São Paulo;Macro Metropolitana Paulista;Sorocaba;Iperó
São Paulo;Piracicaba;Rio Claro;Ipeúna
São Paulo;São José do Rio Preto;São José do Rio Preto;Ipiguá
São Paulo;Itapetininga;Capão Bonito;Iporanga
São Paulo;Ribeirão Preto;São Joaquim da Barra;Ipuã
São Paulo;Piracicaba;Limeira;Iracemápolis
São Paulo;São José do Rio Preto;Novo Horizonte;Irapuã
São Paulo;Presidente Prudente;Adamantina;Irapuru
São Paulo;Itapetininga;Itapeva;Itaberá
São Paulo;Bauru;Avaré;Itaí
São Paulo;São José do Rio Preto;Novo Horizonte;Itajobi
São Paulo;Bauru;Jaú;Itaju
São Paulo;Litoral Sul Paulista;Itanhaém;Itanhaém
São Paulo;Itapetininga;Capão Bonito;Itaoca
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Itapecerica da Serra
São Paulo;Itapetininga;Itapetininga;Itapetininga
São Paulo;Itapetininga;Itapeva;Itapeva
São Paulo;Metropolitana de São Paulo;Osasco;Itapevi
São Paulo;Campinas;Mogi Mirim;Itapira
São Paulo;Itapetininga;Capão Bonito;Itapirapuã Paulista
São Paulo;Araraquara;Araraquara;Itápolis
São Paulo;Itapetininga;Itapeva;Itaporanga
São Paulo;Bauru;Jaú;Itapuí
São Paulo;Araçatuba;Andradina;Itapura
São Paulo;Metropolitana de São Paulo;Mogi das Cruzes;Itaquaquecetuba
São Paulo;Itapetininga;Itapeva;Itararé
São Paulo;Litoral Sul Paulista;Itanhaém;Itariri
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Itatiba
São Paulo;Bauru;Avaré;Itatinga
São Paulo;Piracicaba;Rio Claro;Itirapina
São Paulo;Ribeirão Preto;Franca;Itirapuã
São Paulo;Campinas;São João da Boa Vista;Itobi
São Paulo;Macro Metropolitana Paulista;Sorocaba;Itu
São Paulo;Macro Metropolitana Paulista;Jundiaí;Itupeva
São Paulo;Ribeirão Preto;Ituverava;Ituverava
São Paulo;Ribeirão Preto;São Joaquim da Barra;Jaborandi
São Paulo;Ribeirão Preto;Jaboticabal;Jaboticabal
São Paulo;Vale do Paraíba Paulista;São José dos Campos;Jacareí
São Paulo;São José do Rio Preto;São José do Rio Preto;Jaci
São Paulo;Litoral Sul Paulista;Registro;Jacupiranga
São Paulo;Campinas;Campinas;Jaguariúna
São Paulo;São José do Rio Preto;Jales;Jales
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Jambeiro
São Paulo;Metropolitana de São Paulo;Osasco;Jandira
São Paulo;Ribeirão Preto;Ribeirão Preto;Jardinópolis
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Jarinu
São Paulo;Bauru;Jaú;Jaú
São Paulo;Ribeirão Preto;Franca;Jeriquara
São Paulo;Macro Metropolitana Paulista;Bragança Paulista;Joanópolis
São Paulo;Presidente Prudente;Presidente Prudente;João Ramalho
São Paulo;São José do Rio Preto;São José do Rio Preto;José Bonifácio
São Paulo;Bauru;Lins;Júlio Mesquita
São Paulo;Piracicaba;Piracicaba;Jumirim
São Paulo;Macro Metropolitana Paulista;Jundiaí;Jundiaí
São Paulo;Presidente Prudente;Dracena;Junqueirópolis
São Paulo;Litoral Sul Paulista;Registro;Juquiá
São Paulo;Metropolitana de São Paulo;Itapecerica da Serra;Juquitiba
São Paulo;Vale do Paraíba Paulista;Paraibuna/Paraitinga;Lagoinha
São Paulo;Itapetininga;Tatuí;Laranjal Paulista
São Paulo;Araçatuba;Araçatuba;Lavínia
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Lavrinhas
São Paulo;Piracicaba;Limeira;Leme
São Paulo;Bauru;Bauru;Lençóis Paulista
São Paulo;Piracicaba;Limeira;Limeira
São Paulo;Campinas;Amparo;Lindóia
São Paulo;Bauru;Lins;Lins
São Paulo;Vale do Paraíba Paulista;Guaratinguetá;Lorena
São Paulo;Araçatuba;Birigui;Lourdes
São Paulo;Macro Metropolitana Paulista;Jundiaí;Louveira
São Paulo;Presidente Prudente;Adamantina;Lucélia
São Paulo;Bauru;Bauru;Lucianópolis
São Paulo;Ribeirão Preto;Ribeirão Preto;Luís Antônio
São Paulo;Araçatuba;Birigui;Luiziânia
São Paulo;Marília;Marília;Lupércio
São Paulo;Assis;Assis;Lutécia
São Paulo;Bauru;Jaú;Macatuba
São Paulo;São José do Rio Preto;Nhandeara;Macaubal
São Paulo;São José do Rio Preto;Fernandópolis;Macedônia
São Paulo;São José do Rio Preto;Auriflama;Magda
São Paulo;Macro Metropolitana Paulista;Sorocaba;Mairinque
São Paulo;Metropolitana de São Paulo;Franco da Rocha;Mairiporã
São Paulo;Assis;Ourinhos;Manduri
São Paulo;Presidente Prudente;Presidente Prudente;Marabá Paulista
São Paulo;Assis;Assis;Maracaí
São Paulo;São José do Rio Preto;Novo Horizonte;Marapoama
São Paulo;Presidente Prudente;Adamantina;Mariápolis
São Paulo;Marília;Marília;Marília
São Paulo;São José do Rio Preto;Jales;Marinópolis
São Paulo;Presidente Prudente;Presidente Prudente;Martinópolis
São Paulo;Araraquara;Araraquara;Matão
São Paulo;Metropolitana de São Paulo;São Paulo;Mauá
São Paulo;São José do Rio Preto;São José do Rio Preto;Mendonça
São Paulo;São José do Rio Preto;Fernandópolis;Meridiano
